时间  类别编号  类别名称  产品编号  产品名称  销量  收入  成本  
1110  20001  洗发水400ML  47667384  0年润发深度修护调理洗发露400克  68  2592.5  2158.95  
1110  20001  洗发水400ML  47667400  波（滋润去屑）400克  314  6440  5347.075  
1110  20001  洗发水400ML  47667403  波营养修护400克  64  1392  1160  
1110  20001  洗发水400ML  47667405  波亮泽柔顺400克  32  689.75  531.275  
1110  20001  洗发水400ML  47667410  0年润发弹力魅卷调理洗发露400克  10  381.25  317.5  
1110  20001  洗发水400ML  47668224  清新顺滑洗发露400ML  138  2209.5  1966.5  
1110  20001  洗发水400ML  47668247  冰爽劲酷洗发水400ml送男  2  107  84  
1110  20001  洗发水400ML  47668251  汉方飘长去屑洗发乳400ML+护发素100ML  4  171  137.5  
1110  20001  洗发水400ML  47668254  新活炫亮洗发乳400ML+护发素100ML  8  342  275  
1110  20001  洗发水400ML  47668268  多效护养洗发露加量装400ml+150ml  2  63.75  51.75  
1110  20001  洗发水400ML  47668270  黑亮多效头皮护理去屑加量400ml+150  4  127.5  103.525  
1110  20001  洗发水400ML  47668271  汉方飘长真魅洗发乳400ml  8  342  274.975  
1110  20001  洗发水400ML  47668272  胶原蛋白组成因子洗发露400ml  274  7370.5  7147.9  
1110  20001  洗发水400ML  47668284  璐远离毛燥355ml赠175ml护发素礼盒  4  149.5  130.025  
1110  20001  洗发水400ML  47668285  胶原蛋白400ml+200ml礼盒  2  71.25  62  
1110  20001  洗发水400ML  47668287  丝400ml+200ml护发素礼盒  0  0  0.025  
1110  20001  洗发水400ML  47668303  赋活水养洗发露400ml  48  2706.25  2345.075  
1110  20001  洗发水400ML  47668304  清衡水润洗发露400ml  26  1475  1270.725  
1110  20001  洗发水400ML  47668305  润感去屑洗发露400ml  36  2037.5  1758.525  
1110  20001  洗发水400ML  47668306  炫感彩护洗发露400ml  18  1018.75  878.775  
1110  20001  洗发水400ML  47668307  质感垂坠洗发露400ml  28  1593.75  1367.475  
1110  20001  洗发水400ML  47668308  动感卷曲洗发露400ml  22  1243.75  1072.275  
1110  20001  洗发水400ML  47668326  去屑蚕丝柔滑垂顺洗发露400ml  214  8288.25  7078.025  
1110  20001  洗发水400ML  47668328  乌黑莹泽洗发乳400ML  12  513  412.55  
1110  20001  洗发水400ML  47668336  植物浓缩洗发水500ml  294  14494.5  11701.225  
1110  20001  洗发水400ML  47668340  防掉发洗发露400ml  16  637  568.75  
1110  20001  洗发水400ML  47668343  首乌黑亮洗发露400ml  16  637  569.975  
1110  20001  洗发水400ML  47668351  乳液修护400ml促销装  24  1062  935.975  
1110  20001  洗发水400ML  47668352  洗发水300ML两瓶装  4  109.5  82.5  
1110  20001  洗发水400ML  47668353  丝荡柔滑400ML  22  1223.75  931.05  
1110  20001  洗发水400ML  47668355  通用丝漾柔滑400ml+100ml+100ml  2  111.25  92  
1110  20001  洗发水400ML  47668357  男士多效水润400ml+100ml+100ml  10  556.25  438.475  
1110  20001  洗发水400ML  47668366  汉芳养护黑亮柔顺洗发露400克  6  222.5  188.9  
1110  20001  洗发水400ML  47668367  养护营养焗油洗发露400克  8  290  246.5  
1110  20001  洗发水400ML  47668369  汉方养护清爽去屑洗发露400g  58  1686.5  1494.225  
1110  20001  洗发水400ML  47668378  家庭护理洁顺水润洗发露400ML+100ML  2  42.25  31.5  
1110  20001  洗发水400ML  47668386  海藻保湿滋养洗发水400ml  6  247.5  198  
1110  20001  洗发水400ML  47668387  香薰去屑止痒洗发水400ml  10  412.5  330.025  
1110  20001  洗发水400ML  47668388  负离子焗油锁色洗发水400ml  4  165  132.025  
1110  20001  洗发水400ML  47668392  橄榄油精油洗发水400ml  60  2242.5  1950.05  
1110  20001  洗发水400ML  47668400  首乌柔顺黑亮洗发液700克  2  62.5  37.5  
1110  20001  洗发水400ML  47668404  水润丝滑400ML+200ml  70  2616.25  2406.275  
1110  20001  洗发水400ML  47668406  新活炫亮400ML+200ML  284  10614.5  9762.45  
1110  20001  洗发水400ML  47668420  丝质柔滑洗发露400ML  2  93.75  81.55  
1110  20001  洗发水400ML  47668423  滋润修复洗发露400ML  12  552.5  474.025  
1110  20001  洗发水400ML  47668426  控油怡神洗发露400ML  6  266.25  229.5  
1110  20001  洗发水400ML  47668429  清凉冰爽洗发露400ML  2  93.75  81.5  
1110  20001  洗发水400ML  47668431  滋润顺滑去屑洗发露300ML  32  396  356.225  
1110  20001  洗发水400ML  47668432  首乌养发洗发露458ML  6  126  105  
1110  20001  洗发水400ML  47668433  舒爽去屑洗发露458ML  18  312.75  290.25  
1110  20001  洗发水400ML  47668435  绿茶清爽去屑洗发露428克  6  104.25  96.75  
1110  20001  洗发水400ML  47668438  之乡水蜜桃牛奶洗发露300ML  6  178.5  151.525  
1110  20001  洗发水400ML  47668441  小麦蛋白洗发露400ml+251ml  86  3364.75  2844.5  
1110  20001  洗发水400ML  47668443  去屑控油平衡洗发露400ML+200ML套装  4  222.5  184  
1110  20001  洗发水400ML  47668445  男士活力运动型400ML+200ML套装  12  667.5  551.975  
1110  20001  洗发水400ML  47668446  男士多效水润型400ML+200ML套装  24  1335  1103.975  
1110  20001  洗发水400ML  47668447  水润丝滑洗发乳400ML送100沐浴+毛巾  2  85.5  68.775  
1110  20001  洗发水400ML  47668448  纯净去屑洗发乳400ML送100沐浴+毛巾  18  769.5  618.775  
1110  20001  洗发水400ML  47668454  乳液去屑400ML促销装  14  575.75  483.45  
1110  20001  洗发水400ML  47668457  本草去屑顺滑洗发露400ML  4  105  85  
1110  20001  洗发水400ML  47668458  本草去屑黑亮洗发露400ML  18  472.5  382.5  
1110  20001  洗发水400ML  47668462  草本去屑止痒洗发露400ML  16  638  570.025  
1110  20001  洗发水400ML  47668468  丝丝质柔滑套装400ML  44  2117.5  1968.975  
1110  20001  洗发水400ML  47668469  乳液修复促销装400ML+200ML  630  27617.7  24058.175  
1110  20001  洗发水400ML  47668470  璐告别脆弱355ML赠175ML促销装  18  695.25  573.775  
1110  20001  洗发水400ML  47668476  顺滑去屑洗发露400ML  200  4770.5  4134.975  
1110  20001  洗发水400ML  47668478  夜间修护洗发露400ML  74  2942  2570.6  
1110  20001  洗发水400ML  47668480  新活炫亮洗发露400ML+190ML  330  13014.75  11116.925  
1110  20001  洗发水400ML  47668481  纯净去屑洗发露400ML+190ML  376  14546.5  12666.725  
1110  20001  洗发水400ML  47668487  去屑滋养洗发露418ML  28  1225  1041.225  
1110  20001  洗发水400ML  47668488  清爽控油洗发露418ML  10  437.5  371.875  
1110  20001  洗发水400ML  47668489  柔顺滋养洗发露418ML  22  962.5  818.125  
1110  20001  洗发水400ML  47668490  活泉洗发露400ML+补水沐浴露400ML  158  5974.75  5628.775  
1110  20001  洗发水400ML  47668491  植萃能量健康去屑洗发乳300ML  2  46.25  39.25  
1110  20001  洗发水400ML  47668493  植萃能量亮采焗油洗发乳300ML  4  92.5  78.475  
1110  20001  洗发水400ML  47757754  丝轻柔呵护去屑洗发露400ml  168  8080  7140.25  
1110  20001  洗发水400ML  47757755  丝水润滋养去屑洗发露400ml  110  5293.75  4841.375  
1110  20001  洗发水400ML  47762465  强韧放掉发洗发露400ML  182  7388.5  6198.425  
1110  20001  洗发水400ML  47762469  乳液修复去屑洗发露400ML  168  6909  5710.475  
1110  20001  洗发水400ML  47762472  莹彩修护洗发露400ML  68  2693.75  2324.7  
1110  20001  洗发水400ML  47762474  弹性卷发洗发露400ML  50  2048.75  1694.85  
1110  20001  洗发水400ML  47762476  垂顺直发洗发露400ML  48  1944  1636.3  
1110  20001  洗发水400ML  47762479  丝质顺滑去屑洗发露400ML  74  2974.5  2521.275  
1110  20001  洗发水400ML  47762481  乌黑莹亮洗发露400ML  96  3889.25  3266.825  
1110  20001  洗发水400ML  47762483  丝质顺滑洗发露400ML  170  6919.5  5805.775  
1110  20001  洗发水400ML  47762487  乳液修复洗发露400ML  180  7259.75  5733.875  
1110  20002  洗发水750ML  47664334  滋润去屑750ml优惠装  4  184.5  175.6  
1110  20002  洗发水750ML  47664337  滋润顺滑洗发露650ML  4  114  53.375  
1110  20002  洗发水750ML  47664896  深层海养去屑洗发水800ml  146  7241.75  6823.55  
1110  20002  洗发水750ML  47665292  清爽洗发水750ml  36  1345.5  1181.275  
1110  20002  洗发水750ML  47665347  顺滑洗发水1001ml  548  22597.75  19278.25  
1110  20002  洗发水750ML  47665469  利香焗油去屑二合一洗发水750ml  50  1875  1562.475  
1110  20002  洗发水750ML  47665604  小麦蛋白洗发露800ml  2  117  105.925  
1110  20002  洗发水750ML  47665644  赤海藻洗发露700ml  288  9466.5  7372.275  
1110  20002  洗发水750ML  47665710  人参局油洗发露750ml  160  3960  3679.975  
1110  20002  洗发水750ML  47665711  海洋去屑洗发露750ml  94  2326.5  2162  
1110  20002  洗发水750ML  47665748  本草止痒去屑洗发露820ml  12  277.5  240  
1110  20002  洗发水750ML  47665859  丝质顺滑洗发露750ml  6  419.25  261.8  
1110  20002  洗发水750ML  47665861  乳液修复洗发露750ml  8  559  349.1  
1110  20002  洗发水750ML  47665879  深层洁净洗发露750克  300  7505.75  7312.55  
1110  20002  洗发水750ML  47665880  洗发水750ml  100  2521.75  2437.425  
1110  20002  洗发水750ML  47665881  负离子精华洗发露1000ml  8  299  148  
1110  20002  洗发水750ML  47665903  丝海洋活力洗发露750ml  16  1350  1244.025  
1110  20002  洗发水750ML  47665904  丝丝质柔滑洗发露750ml  90  7593.75  6395.375  
1110  20002  洗发水750ML  47665905  丝怡神舒爽洗发露750ml  10  843.75  777.525  
1110  20002  洗发水750ML  47665906  丝清爽控油洗发露750ml  26  2193.75  2021.475  
1110  20002  洗发水750ML  47665907  丝轻柔呵护洗发露750ml  10  843.75  777.525  
1110  20002  洗发水750ML  47665908  丝水润滋养洗发露750ml  14  1181.25  1088.525  
1110  20002  洗发水750ML  47665931  去屑型洗发露750ml  4  120  100  
1110  20002  洗发水750ML  47665959  焗油护理洗发露750ml  20  1251.15  1054.525  
1110  20002  洗发水750ML  47665960  维他命长发洗发露750ml  14  872.4  738.15  
1110  20002  洗发水750ML  47665961  滋润去屑洗发露750ml  6  362.25  324.95  
1110  20002  洗发水750ML  47665962  焗油去屑洗发露750ml  10  612.325  527.25  
1110  20002  洗发水750ML  47665963  人参滋养洗发露750ml  24  1503.65  1265.4  
1110  20002  洗发水750ML  47665964  首乌黑亮洗发露750ml  2  126.25  105.45  
1110  20002  洗发水750ML  47666015  洗发露（去屑止痒750ml  2  73.75  59  
1110  20002  洗发水750ML  47666016  洗发露（柔顺局油750ml  48  1570  1298.05  
1110  20002  洗发水750ML  47666017  洗发露（去屑止痒）1250m  30  909  794.975  
1110  20002  洗发水750ML  47666024  植物去屑洗发露1000ml  14  315  238.7  
1110  20002  洗发水750ML  47666025  去屑清爽洗发水800ml  104  2964  2469.975  
1110  20002  洗发水750ML  47666071  水润丝滑洗发乳750ml  10  693.75  573.225  
1110  20002  洗发水750ML  47666072  新活炫亮洗发乳750ml  20  1387.5  1129.3  
1110  20002  洗发水750ML  47666073  炫色激情洗发乳750ml  2  138.75  114.625  
1110  20002  洗发水750ML  47666074  清新动感洗发乳750ml  2  138.75  114.65  
1110  20002  洗发水750ML  47666075  纯净去屑洗发乳750ml  22  1526.25  1261.1  
1110  20002  洗发水750ML  47666081  局油保湿洗发水750克  74  2118.25  1822.225  
1110  20002  洗发水750ML  47666186  滋养去屑洗发露750ML  40  1657  1422.575  
1110  20002  洗发水750ML  47666190  防脱发三合一洗发露700ml  40  1400  1174.95  
1110  20002  洗发水750ML  47666275  1.1L  204  5479.5  4696.175  
1110  20002  洗发水750ML  47666281  专业去屑洗发露750克  102  3449.5  3229.625  
1110  20002  洗发水750ML  47666282  局油柔顺洗发露750克  56  2086  1773.075  
1110  20002  洗发水750ML  47666297  去屑洗发露冰爽劲酷型750ml  2  191.25  159.375  
1110  20002  洗发水750ML  47666299  去屑洗发露染后修护型750ml  4  382.5  287.375  
1110  20002  洗发水750ML  47666302  去屑洗发露控油平衡型750ml  6  573.75  453  
1110  20002  洗发水750ML  47666303  去屑洗发露韧发防落型750ml  8  765  637.5  
1110  20002  洗发水750ML  47666304  男士去屑洗发露多效水润养护型750m  4  382.5  318.75  
1110  20002  洗发水750ML  47666305  男士去屑洗发露活力运动型750ml  2  191.25  143.675  
1110  20002  洗发水750ML  47666306  男士去屑洗发露健发黑亮型750ml  6  573.75  431.075  
1110  20002  洗发水750ML  47666347  柔顺洗发水1000克  8  319.5  168.5  
1110  20002  洗发水750ML  47666348  去屑洗发水1000克  120  2965.5  2633.8  
1110  20002  洗发水750ML  47666382  绿茶去屑洗发水1000ml  136  3691.25  3212.975  
1110  20002  洗发水750ML  47666385  莉奥意局油滋润去屑洗发露1000ml  128  3964  3188.425  
1110  20002  洗发水750ML  47666469  藏红花养发柔顺洗发露750G  92  4002  3201.7  
1110  20002  洗发水750ML  47666470  叶精华水润保湿丝滑柔顺洗发露80  2  35.5  28.4  
1110  20002  洗发水750ML  47666471  薰衣草黑亮倍柔洗发露750G  102  4437  3549.525  
1110  20002  洗发水750ML  47666510  水润去屑洗发露800克  22  1177  1006.55  
1110  20002  洗发水750ML  47666530  家庭长效清爽去屑洗发露750ml  44  1644.5  1289.85  
1110  20002  洗发水750ML  47666531  家庭长效洁顺水润洗发露750ml  36  1345.5  1055.375  
1110  20002  洗发水750ML  47666534  首乌黑亮天然植物洗发露750ml  104  5559.25  3909.95  
1110  20002  洗发水750ML  47666537  滋养修复洗发精华素1L  12  802  683.95  
1110  20002  洗发水750ML  47666540  皂角去屑天然植物洗发露750ml  18  1199.75  945.025  
1110  20002  洗发水750ML  47666543  滋补盈润洗发精华素1L  16  1071  913.9  
1110  20002  洗发水750ML  47666546  天然果萃洗发露750ml  356  8811  7920.925  
1110  20002  洗发水750ML  47666613  易顺爽去屑洗发露700克  244  6266.5  4831.175  
1110  20002  洗发水750ML  47666614  易顺爽乌黑柔亮洗发露700克  150  3730  2969.95  
1110  20002  洗发水750ML  47666615  易顺爽莹彩深层修护洗发露700克  260  6445.5  5147.8  
1110  20002  洗发水750ML  47666616  易顺爽倍直强韧洗发露700克  204  5168.5  4039.1  
1110  20002  洗发水750ML  47666621  清爽去屑洗发水750ml  2  107.5  88.975  
1110  20002  洗发水750ML  47666624  修护焗油洗发水750ml  2  112.5  89  
1110  20002  洗发水750ML  47666625  多效护养洗发水750ml  4  215  177.975  
1110  20002  洗发水750ML  47666626  多效头皮护理洗发水750ml  2  107.5  88.975  
1110  20002  洗发水750ML  47666648  发膜纯养洗发露800ml  2  132  111.85  
1110  20002  洗发水750ML  47666653  长效去屑洗发水1.2L  472  13558.5  11885.65  
1110  20002  洗发水750ML  47666666  璐闪烁演绎柔亮盈润洗发露750ml  2  153.75  138.75  
1110  20002  洗发水750ML  47667324  浓纯焗油营养洗发露800ml  32  1989.5  1573.775  
1110  20002  洗发水750ML  47667327  去屑型浓纯焗油洗发露800ml  52  3338.5  2835.325  
1110  20002  洗发水750ML  47667330  小麦强韧修护洗发露800ml  8  518.75  196.775  
1110  20002  洗发水750ML  47667333  蚕丝柔滑垂顺洗发露800ml  188  11993.5  10264.775  
1110  20002  洗发水750ML  47667336  深层养护天然植物洗发露750ml  146  6122.25  5102.425  
1110  20002  洗发水750ML  47667337  理洗发露680ml  90  2227.5  1782  
1110  20002  洗发水750ML  47667342  金纯橄榄油去屑局油洗发露750克  114  4674  3739.15  
1110  20002  洗发水750ML  47667343  全纯橄榄油去屑柔顺洗发露750克  162  6642  5299.425  
1110  20002  洗发水750ML  47667349  氧活爽肤沁凉去屑型洗发露651ml  190  7411.25  6726  
1110  20002  洗发水750ML  47667362  汉芳飘长发水750ml  8  555  458.6  
1110  20002  洗发水750ML  47667363  汉芳飘长去屑发水750ml  12  832.5  687.9  
1110  20002  洗发水750ML  47667368  0年润发柔亮去屑调理洗发露750克  42  2824.5  2354.625  
1110  20002  洗发水750ML  47667373  0年润发水润丝滑调理洗发露750克  14  941.5  784.9  
1110  20002  洗发水750ML  47667380  0年润发强韧养发调理洗发露750克  26  1748.5  1457.65  
1110  20002  洗发水750ML  47667401  （滋润去屑）1000克  22  1061.5  885.525  
1110  20002  洗发水750ML  47667408  清爽洗发水1L  4  99  90  
1110  20002  洗发水750ML  47668237  玫瑰洗发水700ML  2  49.75  44.25  
1110  20002  洗发水750ML  47668274  胶原蛋白组成因子洗发露750ml  8  489.85  421.825  
1110  20002  洗发水750ML  47668275  丝植物净翠型去屑洗发露750ml  10  843.75  777.5  
1110  20002  洗发水750ML  47668281  染烫损伤修护洗发露600ml  16  1200  996  
1110  20002  洗发水750ML  47668282  时光损伤修护洗发露600ml  6  450  373.025  
1110  20002  洗发水750ML  47668289  氧活舒缓养发型洗发烫800ml  10  673.75  567.5  
1110  20002  洗发水750ML  47668309  赋活水养洗发露750ml  12  1147.5  988.5  
1110  20002  洗发水750ML  47668310  清衡水润洗发露750ml  2  189.5  164.725  
1110  20002  洗发水750ML  47668311  润感去屑洗发露750ml  6  568.5  494.275  
1110  20002  洗发水750ML  47668312  炫感彩护洗发露750ML  2  200  164.775  
1110  20002  洗发水750ML  47668314  动感卷曲洗发露750ML  2  189.5  164.775  
1110  20002  洗发水750ML  47668322  植物精华滋润去屑洗发露1000ML  36  850.5  765  
1110  20002  洗发水750ML  47668332  洗发水1000ML  22  547.25  481.525  
1110  20002  洗发水750ML  47668341  防掉发洗发露750ml  10  686.25  596.225  
1110  20002  洗发水750ML  47668344  首乌黑亮洗发露750ml  38  2460.75  2251.65  
1110  20002  洗发水750ML  47668347  滋润去屑750ml折扣优惠装  84  3559.5  3297  
1110  20002  洗发水750ML  47668349  丝怡神冰凉750ml折扣装  2  131.25  120.5  
1110  20002  洗发水750ML  47668365  养护营养焗油洗发露750克  2  112.5  95.65  
1110  20002  洗发水750ML  47668370  姜汁洗发水1L  16  1076  740.025  
1110  20002  洗发水750ML  47668372  家庭护理兰花清爽去屑洗发水1000ML  202  7549.75  6312.525  
1110  20002  洗发水750ML  47668389  鲜果营养洗发露1L  46  1541  1236.175  
1110  20002  洗发水750ML  47668390  绿茶清爽洗发露1L  66  2211  1773.75  
1110  20002  洗发水750ML  47668391  橄榄油精油洗发水750ml  20  607.25  526.275  
1110  20002  洗发水750ML  47668393  洗发露750ml  30  546.25  609.775  
1110  20002  洗发水750ML  47668434  洗发水1000ML  32  636  580  
1110  20002  洗发水750ML  47668440  之乡木瓜牛奶洗发水750ML  36  1423.75  1235  
1110  20002  洗发水750ML  47668442  油洗发露1000ML  24  657  461.225  
1110  20002  洗发水750ML  47668453  防掉发750ML减14元优惠装  20  1007.175  888.5  
1110  20002  洗发水750ML  47668463  丝去屑洗发露强根护发型750ML  6  523.5  466.475  
1110  20002  洗发水750ML  47668464  丝去屑洗发露强根护发型400ML  94  4641.25  4206.5  
1110  20002  洗发水750ML  47668466  新活炫亮洗发水750ML  18  888.75  825.3  
1110  20002  洗发水750ML  47668467  水润丝滑洗发水750ML  28  1382.5  1283.825  
1110  20002  洗发水750ML  47668471  清新动感洗发水750ML  94  4641.25  4309.9  
1110  20002  洗发水750ML  47668472  汉方飘长洗发水750ML  44  2172.5  2017.4  
1110  20002  洗发水750ML  47668474  清爽650ML+木瓜沐浴650ML  66  3007.25  2466.775  
1110  20002  洗发水750ML  47668479  浓纯焗油营养洗发露800ML送200ML  1112  56795  52687.875  
1110  20002  洗发水750ML  47668497  顺滑去屑洗发露1000ML  662  16537.75  15672.85  
1110  20002  洗发水750ML  47684970  赤海藻沐浴露700ml  90  2971.5  2460.8  
1110  20002  洗发水750ML  47762467  强韧放掉发洗发露750ML  20  1397.5  1163.775  
1110  20002  洗发水750ML  47762468  乳液修复去屑洗发露750ML  10  698.75  581.85  
1110  20002  洗发水750ML  47762471  莹彩修护洗发露750ML  6  419.25  349.125  
1110  20002  洗发水750ML  47762478  丝质顺滑去屑洗发露750ML  10  698.75  581.25  
1110  20002  洗发水750ML  47762484  丝质顺滑洗发露750ML  24  1677  1394.975  
1110  20002  洗发水750ML  47762488  乳液修复洗发露750ML  18  1268.25  1047.4  
1110  20003  功能洗发水  47664341  药性洗发精450ml1x24  22  198  165.025  
1110  20003  功能洗发水  47665692  防脱洗发液200ml  590  42346.25  36134.85  
1110  20003  功能洗发水  47665695  黑润顺滑洗发精华素400ml  94  3465.75  2963.475  
1110  20003  功能洗发水  47665696  乌发固发洗发液400ml  206  7561.3  6487  
1110  20003  功能洗发水  47665697  去屑止痒洗发精华素400ml  106  3936  3240  
1110  20003  功能洗发水  47665698  黑润顺滑洗发精华素200ml  102  2142  1849.675  
1110  20003  功能洗发水  47665699  乌发固发洗发液200ml  374  7861  6777.05  
1110  20003  功能洗发水  47665700  去屑止痒洗发精华素200ml  240  5032.5  4122.7  
1110  20003  功能洗发水  47666220  黑润顺滑洗发精华素1L  96  6456  5497  
1110  20003  功能洗发水  47666225  乌发固发洗发液1L  206  13495  11182.05  
1110  20003  功能洗发水  47666226  去屑止痒洗发精华素1L  286  14943.75  13716.1  
1110  20003  功能洗发水  47666640  二合一防脱洗发露含参养发套装  34  2205.75  1763.75  
1110  20003  功能洗发水  47666641  二合一防脱洗发露川芳养发套装  26  1686.75  1348.75  
1110  20003  功能洗发水  47666642  二合一乌黑发套装  16  680  543.95  
1110  20003  功能洗发水  47666644  二合一焗油去屑灵芝去屑套装  4  227.5  182  
1110  20003  功能洗发水  47666645  二合一首乌黑发(白发人专用)洗发露  8  400  320  
1110  20003  功能洗发水  47666646  雪莲黑发乌发枯黄发质专用400ml  4  200  160  
1110  20003  功能洗发水  47668345  汉草精华防掉发洗护礼盒  20  1045  927.475  
1110  20003  功能洗发水  47668358  防脱去屑香波200克送精华素100ML  24  897  750  
1110  20003  功能洗发水  47668359  防脱育发香波200克送精华素100ML  80  3820  3308  
1110  20003  功能洗发水  47668371  防掉发400ML买赠促销装  14  558.25  498.775  
1111  20000  洗发水200ML  47664328  多效护养洗发露7mlX10袋  14  70  52.5  
1111  20000  洗发水200ML  47664329  多效护理洗发露200ml(绥中)  14  245.5  196.5  
1111  20000  洗发水200ML  47664330  新生固发洗发水  40  398.25  299.975  
1111  20000  洗发水200ML  47664331  活泉水润60ML组合旅行装  10  62.5  50  
1111  20000  洗发水200ML  47664340  男士洗发水200ML  162  2004.75  1803.025  
1111  20000  洗发水200ML  47664344  焗油黑亮洗发水200ml  56  546  469  
1111  20000  洗发水200ML  47664362  柔顺丝滑洗发水200ml  22  235.5  184.225  
1111  20000  洗发水200ML  47664363  去屑止痒洗发水200ml  82  799.5  686.75  
1111  20000  洗发水200ML  47664370  草本专业去屑洗发露200ml  2  45  36  
1111  20000  洗发水200ML  47664376  柔顺黑亮香波200克+精华素100ML  2  99.5  84.55  
1111  20000  洗发水200ML  47664377  育发香波专业版200克+精华素100ML  16  856  727.6  
1111  20000  洗发水200ML  47664379  黑亮长效去屑洗发露175ml  72  990  828.025  
1111  20000  洗发水200ML  47664380  黑亮焗油洗焗2合1洗发露175ml  72  990  828.05  
1111  20000  洗发水200ML  47664381  清爽长效去屑洗发露175ml  2  27.5  23.025  
1111  20000  洗发水200ML  47664383  控油长效去屑洗发露175ml  18  247.5  207.025  
1111  20000  洗发水200ML  47664384  修护焗油洗焗2合1洗发露175ml  4  55  46  
1111  20000  洗发水200ML  47664385  多效护养洗发露175ml  26  353.75  299.05  
1111  20000  洗发水200ML  47664386  多效头皮护理去屑洗发露175ml  52  715  598  
1111  20000  洗发水200ML  47664416  去屑滋养洗发露200ml  50  670.5  687.575  
1111  20000  洗发水200ML  47664454  滋养修护型洗发露200ml  10  240  204.6  
1111  20000  洗发水200ML  47664471  净爽补水型洗发露200ml  16  384  327.425  
1111  20000  洗发水200ML  47664570  蛇胆清爽洗发水200ml  52  508  432.525  
1111  20000  洗发水200ML  47664732  莉儿童柔润营养洗发露260ml  24  474  378  
1111  20000  洗发水200ML  47664733  莉婴儿二合一沐浴露260ml  12  237  189  
1111  20000  洗发水200ML  47664736  去屑营养洗发水200ml  24  384  314.95  
1111  20000  洗发水200ML  47664737  去屑柔顺洗发水200ml  12  192  157.475  
1111  20000  洗发水200ML  47664738  焗油营养洗发水200ml  14  224  183.775  
1111  20000  洗发水200ML  47664739  去屑清爽洗发水200ml  16  256  209.975  
1111  20000  洗发水200ML  47664781  怡神劲爽洗发露200ml  40  963.5  829.125  
1111  20000  洗发水200ML  47664891  洗发水200ml  10  160.5  110.025  
1111  20000  洗发水200ML  47664894  深层海养去屑洗发水200ml  98  2048.25  1729.65  
1111  20000  洗发水200ML  47664930  去屑洗发水200ml  42  549  480.75  
1111  20000  洗发水200ML  47664941  水润丝滑型洗发露200ml  8  173.25  163.725  
1111  20000  洗发水200ML  47664944  护理润黑莹高洗发露200ml  106  1431  1185.85  
1111  20000  洗发水200ML  47664945  滋润顺滑洗发水200ml  2346  22157.25  19198.834  
1111  20000  洗发水200ML  47664946  清爽去屑洗发水200ml  72  977.25  717.1  
1111  20000  洗发水200ML  47664947  护理滋养支屑洗发露200ml  188  2392.6  1937.775  
1111  20000  洗发水200ML  47665036  局油洗发水200ml  20  262.25  229  
1111  20000  洗发水200ML  47665053  去屑洗发露200ml  82  1130.75  932.25  
1111  20000  洗发水200ML  47665186  负离子滋润去屑洗发露200ml  118  2332.5  1922.45  
1111  20000  洗发水200ML  47665187  负离子局油洗发露200ml  24  470.25  388.05  
1111  20000  洗发水200ML  47665189  去屑止痒三合一洗发露230ml  90  1349  1124.95  
1111  20000  洗发水200ML  47665227  局油润发三合一洗发露230ml  38  573  475  
1111  20000  洗发水200ML  47665247  丽橙果萃焗油滋养洗发露200ml  2  19.75  17.5  
1111  20000  洗发水200ML  47665248  丽橙果萃柔顺保湿洗发露200ml  -2  -27  -22.5  
1111  20000  洗发水200ML  47665271  去屑洗发露270ml  54  406.5  358.05  
1111  20000  洗发水200ML  47665310  去屑洗发水200克  -24  -414  -336.025  
1111  20000  洗发水200ML  47665337  5mlX10  182  978.25  568.725  
1111  20000  洗发水200ML  47665345  去屑先锋5mlX10袋  -6  -21  -16.75  
1111  20000  洗发水200ML  47665346  局油博士5mlX10袋  620  2188  1728.3  
1111  20000  洗发水200ML  47665351  头皮护理型洗发露200ml  20  473.25  409.225  
1111  20000  洗发水200ML  47665366  柔顺护理洗发露200ml  2  19.75  29.975  
1111  20000  洗发水200ML  47665367  特效去屑洗发露200ml  2  35.5  30.9  
1111  20000  洗发水200ML  47665368  莉奥意精油滋润去屑洗发水200ml  10  185  118  
1111  20000  洗发水200ML  47665369  莉奥意精油柔亮局油洗发水200ml  10  172.5  137.525  
1111  20000  洗发水200ML  47665409  去油清爽洗发水200ml  40  542.5  442.6  
1111  20000  洗发水200ML  47665410  长效去屑洗发水200ml  18  243  199.125  
1111  20000  洗发水200ML  47665411  丝丝柔顺洗发水200ml  18  243  190.525  
1111  20000  洗发水200ML  47665415  芦荟保湿洗发露200ml  4  67.75  47.25  
1111  20000  洗发水200ML  47665419  深层洁净洗发露200ml  2  33  27.5  
1111  20000  洗发水200ML  47665456  去屑滋润洗发露200克  94  1602.5  1319.25  
1111  20000  洗发水200ML  47665457  营养焗油洗发露200克  76  1232.25  852.225  
1111  20000  洗发水200ML  47665527  焗油洗发露280ml  2  47  39.975  
1111  20000  洗发水200ML  47665528  营养洗发露280ml  8  188  160  
1111  20000  洗发水200ML  47665529  去屑洗发露中油280ml  2  49.5  42  
1111  20000  洗发水200ML  47665530  去屑洗发露中干280ml  10  247.5  209.975  
1111  20000  洗发水200ML  47665533  维他全效洗发水200克  16  172  149.775  
1111  20000  洗发水200ML  47665547  家庭兰花清爽去屑洗发露200ml  920  9260.25  7932.4  
1111  20000  洗发水200ML  47665549  家庭兰花清爽水润洗发露200ml  338  4067  3139.85  
